trip_id,pickup_ts,dropoff_ts,vendor_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,pickup_borough,dropoff_borough,payment_type,load_ts
T00000174,2024-01-15 22:25:00,2024-01-15 23:03:00,V001,2,5.33,25.80,2.09,28.74,Brooklyn,Manhattan,Card,2024-01-16 17:28:00
T00000175,2024-01-16 21:24:00,2024-01-16 21:51:00,V002,2,4.07,18.96,4.01,25.13,Bronx,Manhattan,Card,2024-01-19 06:40:00
T00000176,2024-03-11 14:19:00,2024-03-11 14:33:00,V003,2,4.15,15.20,2.11,17.71,Manhattan,Manhattan,Card,2024-03-13 07:48:00
T00000177,2024-03-29 03:38:00,2024-03-29 03:51:00,V002,4,6.63,21.43,2.35,23.80,Brooklyn,Bronx,Card,2024-03-31 08:03:00
T00000178,2024-05-26 09:03:00,2024-05-26 09:49:00,V002,1,9.13,37.18,7.91,47.00,Brooklyn,Manhattan,Card,2024-05-28 16:31:00
T00000179,2024-06-25 08:25:00,2024-06-25 09:09:00,V001,2,3.88,24.46,6.35,31.89,Manhattan,Brooklyn,Card,2024-06-26 10:02:00
T00000180,2024-05-04 02:26:00,2024-05-04 03:40:00,V001,2,8.33,42.88,2.39,47.12,Manhattan,Manhattan,Cash,2024-05-05 14:29:00
T00000181,2024-04-29 21:44:00,2024-04-29 22:07:00,V003,3,1.01,12.42,2.38,17.33,Queens,Brooklyn,Card,2024-05-01 23:32:00
T00000182,2024-05-07 17:29:00,2024-05-07 18:41:00,V002,4,1.27,29.20,6.27,37.02,Queens,Queens,Card,2024-05-09 16:17:00
T00000183,2024-06-24 19:16:00,2024-06-24 20:15:00,V001,1,2.01,26.27,3.38,30.68,Brooklyn,Queens,Card,2024-06-27 16:54:00
T00000184,2024-01-28 10:36:00,2024-01-28 11:24:00,V004,2,2.47,22.30,1.14,24.40,Brooklyn,Queens,Cash,2024-01-31 10:52:00
T00000185,2024-03-28 21:56:00,2024-03-28 22:44:00,V002,1,6.22,30.82,0.25,33.41,Queens,Queens,Cash,2024-03-29 21:30:00
T00000186,2024-06-18 06:53:00,2024-06-18 07:28:00,V002,2,2.70,19.76,0.87,21.14,Queens,Brooklyn,Cash,2024-06-19 10:44:00
T00000187,2024-03-22 20:13:00,2024-03-22 21:11:00,V002,2,1.90,26.48,2.71,31.59,Manhattan,Brooklyn,Card,2024-03-25 11:59:00
T00000188,2024-01-21 17:52:00,2024-01-21 18:29:00,V003,2,3.10,20.19,3.65,24.31,Queens,Queens,Card,2024-01-22 06:23:00
T00000189,2024-05-02 08:29:00,2024-05-02 08:50:00,V001,1,1.32,11.42,2.41,15.41,Brooklyn,Brooklyn,Card,2024-05-03 08:49:00
T00000190,2024-04-11 00:27:00,2024-04-11 00:52:00,V002,1,2.60,15.12,1.24,16.74,Queens,Staten Island,Card,2024-04-13 22:12:00
T00000191,2024-04-28 21:18:00,2024-04-28 22:25:00,V002,2,6.44,36.97,9.43,47.01,Manhattan,Manhattan,Card,2024-04-30 14:09:00
T00000192,2024-01-31 14:54:00,2024-01-31 15:56:00,V002,3,3.92,31.29,6.24,40.25,Brooklyn,Queens,Card,2024-02-03 04:31:00
T00000193,2024-04-09 11:03:00,2024-04-09 11:34:00,V004,1,9.36,31.97,1.73,34.66,Queens,Brooklyn,Other,2024-04-10 03:55:00
T00000194,2024-05-21 04:47:00,2024-05-21 05:21:00,V001,2,6.10,27.02,5.82,35.00,Queens,Queens,Card,2024-05-23 05:34:00
T00000195,2024-04-06 21:34:00,2024-04-06 22:13:00,V002,1,4.64,25.27,1.44,27.08,Queens,Brooklyn,Cash,2024-04-07 06:38:00
T00000196,2024-02-20 11:38:00,2024-02-20 11:58:00,V003,1,1.52,11.83,0.33,12.55,Queens,Queens,Cash,2024-02-22 15:31:00
T00000197,2024-03-23 06:46:00,2024-03-23 06:59:00,V002,4,1.15,8.91,0.23,11.75,Manhattan,Manhattan,Cash,2024-03-23 20:02:00
T00000198,2024-05-13 01:29:00,2024-05-13 02:31:00,V002,2,10.15,43.85,4.34,49.55,Manhattan,Manhattan,Other,2024-05-13 20:40:00
T00000199,2024-04-13 01:30:00,2024-04-13 02:36:00,V003,4,5.24,33.67,0.37,35.30,Staten Island,Brooklyn,Cash,2024-04-13 20:56:00
T00000200,2024-06-09 14:09:00,2024-06-09 14:51:00,V001,4,2.33,20.58,5.74,26.78,Brooklyn,Manhattan,Card,2024-06-10 23:09:00
T00000201,2024-03-19 03:20:00,2024-03-19 03:35:00,V003,1,3.77,14.90,1.22,18.03,Queens,Staten Island,Card,2024-03-21 13:34:00
T00000202,2024-05-06 08:16:00,2024-05-06 08:36:00,V002,1,1.12,10.56,1.54,13.15,Queens,Bronx,Card,2024-05-07 04:26:00
T00000203,2024-01-13 10:53:00,2024-01-13 12:04:00,V002,2,1.64,28.30,1.82,31.81,Brooklyn,Manhattan,Cash,2024-01-14 02:07:00
T00000204,2024-01-26 11:43:00,2024-01-26 12:02:00,V002,1,1.48,10.94,2.32,14.93,Queens,Queens,Card,2024-01-28 05:33:00
T00000205,2024-02-07 09:36:00,2024-02-07 10:46:00,V002,1,3.12,32.80,0.55,34.41,Manhattan,Queens,Cash,2024-02-07 20:47:00
T00000206,2024-04-06 04:07:00,2024-04-06 04:12:00,V004,4,1.43,7.81,1.80,11.71,Staten Island,Queens,Card,2024-04-06 06:48:00
T00000207,2024-04-16 22:13:00,2024-04-16 22:25:00,V001,1,15.18,38.41,9.09,49.61,Brooklyn,Brooklyn,Card,2024-04-17 19:35:00
T00000208,2024-02-20 12:16:00,2024-02-20 12:30:00,V001,2,1.89,11.56,2.54,16.39,Queens,Manhattan,Card,2024-02-23 00:33:00
T00000209,2024-05-12 21:14:00,2024-05-12 21:48:00,V001,1,3.43,21.41,5.21,28.66,Manhattan,Queens,Card,2024-05-12 23:40:00
T00000210,2024-01-30 19:47:00,2024-01-30 20:54:00,V004,2,7.94,40.11,10.10,50.95,Bronx,Queens,Card,2024-01-31 01:14:00
T00000211,2024-03-01 23:41:00,2024-03-02 00:39:00,V001,1,6.48,33.90,5.40,40.67,Brooklyn,Brooklyn,Card,2024-03-03 11:48:00
T00000212,2024-05-20 18:43:00,2024-05-20 19:00:00,V004,2,1.31,9.70,0.01,9.84,Brooklyn,Bronx,Cash,2024-05-21 19:46:00
T00000213,2024-06-18 12:18:00,2024-06-18 12:26:00,V002,4,7.00,19.73,4.70,25.18,Manhattan,Brooklyn,Card,2024-06-21 09:18:00
T00000214,2024-05-02 13:48:00,2024-05-02 13:58:00,V001,3,0.97,7.58,0.17,9.27,Manhattan,Manhattan,Cash,2024-05-04 07:47:00
T00000215,2024-05-14 15:15:00,2024-05-14 15:50:00,V002,2,3.90,21.48,1.14,23.29,Manhattan,Brooklyn,Cash,2024-05-15 23:58:00
T00000216,2024-04-08 14:02:00,2024-04-08 14:50:00,V002,2,0.32,19.81,4.80,25.46,Manhattan,Staten Island,Card,2024-04-11 00:29:00
T00000217,2024-03-30 13:42:00,2024-03-30 13:53:00,V004,1,2.37,10.69,0.31,13.46,Brooklyn,Queens,Cash,2024-03-31 03:15:00
T00000218,2024-04-02 00:14:00,2024-04-02 00:35:00,V002,1,4.84,20.37,2.94,25.65,Bronx,Brooklyn,Card,2024-04-03 21:27:00
T00000219,2024-02-27 21:36:00,2024-02-27 22:37:00,V001,1,1.88,26.72,3.10,31.10,Brooklyn,Brooklyn,Card,2024-02-29 03:17:00
T00000220,2024-03-23 06:27:00,2024-03-23 07:10:00,V002,3,1.13,18.55,3.95,23.09,Bronx,Manhattan,Card,2024-03-24 17:23:00
T00000221,2024-06-25 07:00:00,2024-06-25 07:49:00,V002,1,2.49,22.93,1.37,25.83,Brooklyn,Manhattan,Cash,2024-06-25 22:03:00
T00000222,2024-05-26 08:16:00,2024-05-26 08:37:00,V001,1,1.86,14.18,0.08,15.87,Bronx,Manhattan,Cash,2024-05-26 17:45:00
T00000223,2024-02-05 23:59:00,2024-02-06 00:59:00,V003,1,10.03,42.13,0.15,44.82,Brooklyn,Queens,Cash,2024-02-08 21:03:00
T00000224,2024-01-06 08:48:00,2024-01-06 09:40:00,V003,1,1.96,23.10,0.06,24.86,Manhattan,Manhattan,Cash,2024-01-08 18:15:00
T00000225,2024-06-09 16:55:00,2024-06-09 18:09:00,V002,1,3.06,33.53,0.58,36.84,Brooklyn,Manhattan,Cash,2024-06-11 22:42:00
T00000226,2024-05-22 08:14:00,2024-05-22 09:03:00,V002,3,2.79,24.00,2.06,27.70,Manhattan,Queens,Card,2024-05-23 23:44:00
T00000227,2024-01-11 15:59:00,2024-01-11 17:03:00,V002,3,1.20,25.30,1.62,27.07,Staten Island,Manhattan,Cash,2024-01-13 22:24:00
T00000228,2024-03-05 14:09:00,2024-03-05 14:35:00,V001,2,8.58,30.58,7.16,40.35,Brooklyn,Brooklyn,Card,2024-03-06 16:37:00
T00000229,2024-06-01 07:35:00,2024-06-01 08:42:00,V002,1,4.95,34.77,7.48,44.47,Brooklyn,Manhattan,Card,2024-06-03 05:12:00
T00000230,2024-01-11 20:12:00,2024-01-11 20:18:00,V001,2,1.49,8.13,0.78,10.85,Queens,Brooklyn,Card,2024-01-13 18:35:00
T00000231,2024-02-24 22:25:00,2024-02-24 23:10:00,V001,1,1.70,21.55,1.19,23.35,Brooklyn,Manhattan,Cash,2024-02-26 17:23:00
T00000232,2024-05-13 14:52:00,2024-05-13 15:33:00,V001,2,3.12,24.07,5.12,31.72,Staten Island,Manhattan,Card,2024-05-14 06:05:00
T00000233,2024-06-19 12:27:00,2024-06-19 13:34:00,V001,2,2.11,27.87,0.17,29.99,Queens,Bronx,Cash,2024-06-22 02:52:00
T00000234,2024-01-03 01:47:00,2024-01-03 02:24:00,V001,2,2.83,21.44,3.78,26.37,Manhattan,Brooklyn,Card,2024-01-05 06:26:00
T00000235,2024-03-04 22:33:00,2024-03-04 23:46:00,V002,3,8.09,44.12,7.91,54.23,Manhattan,Manhattan,Card,2024-03-06 11:45:00
T00000236,2024-06-22 05:52:00,2024-06-22 06:09:00,V001,1,3.00,14.88,0.10,16.61,Queens,Brooklyn,Cash,2024-06-22 10:42:00
T00000237,2024-03-19 12:28:00,2024-03-19 12:53:00,V002,1,0.83,14.17,2.86,19.58,Brooklyn,Queens,Card,2024-03-21 05:49:00
T00000238,2024-02-13 05:51:00,2024-02-13 06:07:00,V001,2,2.90,13.59,2.88,17.02,Manhattan,Manhattan,Card,2024-02-14 22:17:00
T00000239,2024-06-26 20:49:00,2024-06-26 21:03:00,V002,1,7.99,25.44,5.63,32.14,Brooklyn,Brooklyn,Card,2024-06-27 22:51:00
T00000240,2024-03-22 03:37:00,2024-03-22 03:46:00,V001,2,2.03,8.83,0.41,9.48,Brooklyn,Brooklyn,Cash,2024-03-23 11:09:00
T00000241,2024-04-10 18:43:00,2024-04-10 18:54:00,V003,3,3.31,14.57,3.99,19.87,Manhattan,Bronx,Card,2024-04-10 23:58:00
T00000242,2024-04-01 09:42:00,2024-04-01 10:52:00,V003,2,5.17,37.03,10.98,50.68,Queens,Manhattan,Card,2024-04-03 21:00:00
T00000243,2024-01-15 06:23:00,2024-01-15 07:22:00,V001,3,1.53,24.55,1.39,26.18,Brooklyn,Brooklyn,Cash,2024-01-16 21:24:00
T00000244,2024-04-04 14:33:00,2024-04-04 15:35:00,V004,1,6.28,36.87,4.16,42.59,Brooklyn,Staten Island,Card,2024-04-05 05:35:00
T00000245,2024-06-17 09:04:00,2024-06-17 09:21:00,V002,1,2.41,13.03,2.14,16.51,Brooklyn,Manhattan,Card,2024-06-18 23:17:00
T00000246,2024-03-14 08:37:00,2024-03-14 08:59:00,V002,2,3.19,17.88,1.62,20.81,Manhattan,Brooklyn,Card,2024-03-16 07:26:00
T00000247,2024-05-28 19:12:00,2024-05-28 19:54:00,V001,3,10.52,39.95,5.84,47.84,Queens,Brooklyn,Card,2024-05-31 05:08:00
T00000248,2024-04-20 03:11:00,2024-04-20 03:26:00,V001,1,9.15,27.79,1.60,30.81,Manhattan,Brooklyn,Cash,2024-04-23 00:57:00
T00000249,2024-03-14 10:24:00,2024-03-14 10:45:00,V003,2,4.60,20.51,1.90,22.50,Manhattan,Brooklyn,Card,2024-03-15 14:16:00
T00000250,2024-02-19 21:01:00,2024-02-19 21:52:00,V003,2,5.35,29.15,6.14,35.78,Bronx,Brooklyn,Card,2024-02-21 21:57:00
T00000251,2024-03-03 16:02:00,2024-03-03 16:26:00,V003,1,10.31,31.47,4.08,36.12,Queens,Brooklyn,Card,2024-03-03 17:58:00
T00000252,2024-03-27 07:21:00,2024-03-27 07:41:00,V002,2,0.30,10.95,3.21,15.93,Brooklyn,Brooklyn,Card,2024-03-29 07:37:00
T00000253,2024-03-24 13:23:00,2024-03-24 13:59:00,V001,1,4.14,23.47,7.04,33.17,Bronx,Brooklyn,Card,2024-03-26 04:54:00
T00000254,2024-02-24 08:03:00,2024-02-24 08:20:00,V002,1,2.35,12.71,3.68,18.18,Manhattan,Brooklyn,Card,2024-02-25 17:28:00
T00000255,2024-06-12 18:47:00,2024-06-12 18:58:00,V003,3,4.93,17.42,0.80,20.96,Manhattan,Brooklyn,Cash,2024-06-15 00:18:00
T00000256,2024-05-14 02:49:00,2024-05-14 02:57:00,V002,6,6.49,19.60,5.62,26.21,Manhattan,Manhattan,Card,2024-05-15 04:00:00
T00000257,2024-02-23 11:33:00,2024-02-23 11:49:00,V002,2,6.70,23.43,1.48,26.71,Manhattan,Manhattan,Cash,2024-02-25 06:04:00
T00000258,2024-03-17 13:04:00,2024-03-17 13:50:00,V002,2,3.66,24.07,5.00,30.78,Brooklyn,Manhattan,Card,2024-03-18 06:31:00
T00000259,2024-06-06 22:09:00,2024-06-06 23:01:00,V002,1,1.06,23.33,2.16,26.73,Manhattan,Queens,Card,2024-06-07 20:58:00
T00000260,2024-03-30 02:59:00,2024-03-30 03:14:00,V001,1,3.39,14.85,2.93,19.79,Staten Island,Bronx,Card,2024-03-31 05:35:00
T00000261,2024-01-04 06:16:00,2024-01-04 06:20:00,V002,1,6.17,16.12,3.38,19.96,Queens,Manhattan,Card,2024-01-05 22:22:00
T00000262,2024-03-23 23:58:00,2024-03-24 01:08:00,V002,1,12.17,50.49,1.27,52.28,Bronx,Bronx,Cash,2024-03-26 08:32:00
T00000263,2024-01-04 11:33:00,2024-01-04 12:06:00,V001,6,4.00,22.59,0.59,24.94,Queens,Queens,Cash,2024-01-04 18:58:00
T00000264,2024-04-30 12:11:00,2024-04-30 12:28:00,V003,1,6.11,20.91,3.86,25.19,Queens,Queens,Card,2024-05-02 05:54:00
T00000265,2024-03-17 14:48:00,2024-03-17 15:04:00,V003,1,5.00,19.61,4.67,24.60,Manhattan,Manhattan,Card,2024-03-18 18:31:00
T00000266,2024-04-20 20:46:00,2024-04-20 21:15:00,V003,3,3.25,19.25,0.93,21.50,Manhattan,Manhattan,Cash,2024-04-21 09:44:00
T00000267,2024-06-14 02:13:00,2024-06-14 02:31:00,V003,2,1.54,12.03,0.09,12.82,Manhattan,Staten Island,Cash,2024-06-15 19:16:00
T00000268,2024-02-18 01:58:00,2024-02-18 03:01:00,V001,3,11.33,46.53,8.08,54.93,Bronx,Bronx,Card,2024-02-18 04:40:00
T00000269,2024-06-04 02:26:00,2024-06-04 02:47:00,V003,1,2.88,16.13,0.10,18.47,Manhattan,Brooklyn,Cash,2024-06-06 17:26:00
T00000270,2024-02-19 11:39:00,2024-02-19 12:32:00,V003,2,3.34,25.97,6.23,34.90,Bronx,Manhattan,Card,2024-02-22 06:46:00
T00000271,2024-05-26 01:08:00,2024-05-26 02:08:00,V001,1,2.89,28.82,1.96,31.14,Bronx,Manhattan,Cash,2024-05-28 10:37:00
T00000272,2024-03-21 05:23:00,2024-03-21 05:32:00,V001,2,0.37,6.73,0.34,7.69,Staten Island,Bronx,Cash,2024-03-24 04:44:00
T00000273,2024-04-05 05:28:00,2024-04-05 05:44:00,V002,2,3.81,16.55,4.33,23.33,Queens,Manhattan,Card,2024-04-06 03:29:00
T00000274,2024-04-02 00:51:00,2024-04-02 01:55:00,V004,3,1.01,24.82,0.15,25.58,Queens,Brooklyn,Other,2024-04-03 10:20:00
T00000275,2024-01-15 08:24:00,2024-01-15 09:26:00,V002,2,1.11,24.62,2.20,26.87,Brooklyn,Manhattan,Other,2024-01-15 09:47:00
T00000276,2024-05-30 08:27:00,2024-05-30 08:42:00,V003,5,5.38,19.28,3.48,23.70,Queens,Queens,Card,2024-06-01 23:04:00
T00000277,2024-03-01 10:24:00,2024-03-01 11:39:00,V003,2,6.55,40.61,9.14,49.76,Brooklyn,Queens,Card,2024-03-03 03:50:00
T00000278,2024-04-09 16:53:00,2024-04-09 18:03:00,V002,1,9.07,44.17,5.44,49.94,Bronx,Manhattan,Card,2024-04-10 20:24:00
T00000279,2024-05-10 11:41:00,2024-05-10 12:28:00,V001,1,4.81,27.99,8.13,36.49,Brooklyn,Brooklyn,Card,2024-05-10 19:25:00
T00000280,2024-04-10 17:04:00,2024-04-10 18:03:00,V003,2,4.03,29.37,7.07,36.79,Brooklyn,Queens,Card,2024-04-12 14:19:00
T00000281,2024-04-01 18:29:00,2024-04-01 19:22:00,V002,2,6.15,32.57,4.71,39.49,Manhattan,Queens,Card,2024-04-04 17:38:00
T00000282,2024-02-24 09:58:00,2024-02-24 11:12:00,V004,2,1.87,29.98,6.83,39.51,Queens,Staten Island,Card,2024-02-27 08:19:00
T00000283,2024-04-08 18:10:00,2024-04-08 18:55:00,V003,3,4.54,28.26,6.45,37.17,Brooklyn,Bronx,Card,2024-04-11 04:55:00
T00000284,2024-05-27 03:32:00,2024-05-27 03:37:00,V002,1,1.51,6.87,0.08,7.74,Manhattan,Bronx,Cash,2024-05-28 20:14:00
T00000285,2024-02-07 03:17:00,2024-02-07 04:30:00,V001,3,1.22,29.64,1.54,32.72,Manhattan,Queens,Cash,2024-02-08 20:06:00
T00000286,2024-05-06 03:29:00,2024-05-06 03:39:00,V004,1,2.58,10.16,2.20,14.51,Bronx,Bronx,Card,2024-05-08 06:11:00
T00000287,2024-05-17 11:06:00,2024-05-17 12:19:00,V003,1,6.70,40.28,0.36,43.29,Queens,Manhattan,Other,2024-05-17 18:11:00
T00000288,2024-03-19 00:10:00,2024-03-19 00:49:00,V002,1,4.76,24.97,2.85,28.24,Manhattan,Manhattan,Card,2024-03-20 18:16:00
T00000289,2024-03-30 07:14:00,2024-03-30 08:28:00,V002,3,2.62,31.23,5.97,38.34,Brooklyn,Manhattan,Card,2024-03-31 15:00:00
T00000290,2024-06-09 19:37:00,2024-06-09 20:08:00,V003,1,2.46,18.44,3.75,24.26,Queens,Manhattan,Card,2024-06-11 19:42:00
T00000291,2024-03-22 03:08:00,2024-03-22 03:42:00,V004,2,5.18,25.31,7.12,35.03,Brooklyn,Brooklyn,Card,2024-03-23 18:38:00
T00000292,2024-01-05 11:56:00,2024-01-05 13:06:00,V003,1,8.48,41.84,0.56,43.81,Bronx,Manhattan,Cash,2024-01-05 14:26:00
T00000293,2024-04-24 03:06:00,2024-04-24 03:18:00,V001,2,1.95,11.94,3.13,17.49,Queens,Brooklyn,Card,2024-04-24 13:28:00
T00000294,2024-05-15 23:12:00,2024-05-15 23:35:00,V001,2,1.73,12.70,0.81,14.63,Brooklyn,Brooklyn,Cash,2024-05-17 19:06:00
T00000295,2024-01-04 01:47:00,2024-01-04 02:40:00,V003,2,5.43,32.13,7.52,39.85,Bronx,Manhattan,Card,2024-01-05 20:08:00
T00000296,2024-04-20 10:07:00,2024-04-20 10:22:00,V001,4,3.05,12.80,1.64,16.49,Queens,Bronx,Card,2024-04-22 02:58:00
T00000297,2024-06-23 18:53:00,2024-06-23 19:15:00,V001,4,5.51,20.14,0.20,20.45,Brooklyn,Brooklyn,Cash,2024-06-24 07:12:00
T00000298,2024-02-25 11:12:00,2024-02-25 11:42:00,V003,4,2.79,18.90,2.18,21.69,Bronx,Manhattan,Card,2024-02-26 12:47:00
T00000299,2024-05-02 03:32:00,2024-05-02 03:42:00,V004,4,4.41,14.16,3.39,18.89,Manhattan,Manhattan,Card,2024-05-03 12:03:00
T00000300,2024-01-19 05:06:00,2024-01-19 05:46:00,V002,4,2.62,21.65,4.51,27.72,Brooklyn,Brooklyn,Card,2024-01-21 16:34:00
T00000301,2024-01-31 16:47:00,2024-01-31 16:51:00,V001,3,6.47,17.20,3.95,22.06,Brooklyn,Brooklyn,Card,2024-02-02 10:53:00
T00000302,2024-03-29 15:36:00,2024-03-29 16:50:00,V001,2,1.07,29.91,0.41,32.34,Queens,Queens,Cash,2024-03-29 19:42:00
T00000303,2024-06-03 15:54:00,2024-06-03 17:02:00,V002,3,4.71,33.79,4.64,40.89,Brooklyn,Queens,Card,2024-06-04 13:39:00
T00000304,2024-03-07 14:17:00,2024-03-07 15:11:00,V001,3,6.85,34.56,5.78,41.72,Queens,Bronx,Card,2024-03-08 14:09:00
T00000305,2024-05-17 20:17:00,2024-05-17 21:26:00,V001,1,4.58,35.81,8.63,47.02,Manhattan,Queens,Card,2024-05-19 05:24:00
T00000306,2024-01-12 10:38:00,2024-01-12 11:15:00,V002,1,1.91,18.43,3.32,21.88,Staten Island,Brooklyn,Card,2024-01-15 10:46:00
T00000307,2024-04-25 08:05:00,2024-04-25 08:44:00,V003,1,4.36,25.10,5.62,33.02,Brooklyn,Brooklyn,Card,2024-04-26 15:29:00
T00000308,2024-04-04 00:03:00,2024-04-04 00:58:00,V002,3,3.85,29.00,3.21,32.67,Manhattan,Queens,Card,2024-04-05 06:10:00
T00000309,2024-01-28 08:24:00,2024-01-28 08:51:00,V001,2,8.91,30.09,3.16,35.11,Brooklyn,Queens,Card,2024-01-30 17:17:00
T00000310,2024-01-05 02:04:00,2024-01-05 02:39:00,V001,2,1.62,16.22,1.50,18.43,Manhattan,Staten Island,Card,2024-01-05 05:31:00
T00000311,2024-06-08 22:15:00,2024-06-08 22:55:00,V004,1,5.01,26.27,4.48,31.14,Brooklyn,Queens,Card,2024-06-11 20:59:00
T00000312,2024-02-18 03:42:00,2024-02-18 04:07:00,V003,1,3.58,17.71,1.84,20.11,Bronx,Brooklyn,Card,2024-02-20 13:45:00
T00000313,2024-05-30 11:05:00,2024-05-30 11:28:00,V002,1,5.67,22.38,6.41,30.66,Brooklyn,Brooklyn,Card,2024-05-30 17:43:00
T00000314,2024-05-07 00:02:00,2024-05-07 01:13:00,V002,4,3.81,33.27,2.11,37.68,Brooklyn,Brooklyn,Cash,2024-05-08 12:18:00
T00000315,2024-03-27 20:39:00,2024-03-27 21:12:00,V004,1,4.91,23.14,5.64,28.80,Brooklyn,Brooklyn,Card,2024-03-30 00:44:00
T00000316,2024-04-29 03:45:00,2024-04-29 04:15:00,V003,1,2.91,19.17,5.14,25.47,Brooklyn,Manhattan,Card,2024-05-01 10:50:00
T00000317,2024-05-17 10:31:00,2024-05-17 11:01:00,V002,3,3.81,20.77,3.06,24.78,Queens,Queens,Card,2024-05-18 03:36:00
T00000318,2024-05-16 03:15:00,2024-05-16 03:48:00,V002,2,1.62,16.66,3.35,21.93,Queens,Manhattan,Card,2024-05-16 04:51:00
T00000319,2024-05-26 10:20:00,2024-05-26 10:35:00,V003,2,4.94,17.46,3.74,23.19,Bronx,Brooklyn,Card,2024-05-29 10:03:00
T00000320,2024-02-22 03:36:00,2024-02-22 03:47:00,V004,3,5.41,16.99,4.36,22.14,Manhattan,Queens,Card,2024-02-25 02:32:00
T00000321,2024-05-07 03:34:00,2024-05-07 04:07:00,V002,2,2.90,21.08,2.97,25.15,Queens,Brooklyn,Card,2024-05-08 07:47:00
T00000322,2024-04-04 06:03:00,2024-04-04 06:08:00,V003,1,1.13,7.96,0.19,10.80,Manhattan,Queens,Cash,2024-04-05 09:01:00
T00000323,2024-03-23 18:52:00,2024-03-23 19:47:00,V002,1,3.23,26.10,7.53,35.84,Staten Island,Bronx,Card,2024-03-25 06:16:00
T00000324,2024-05-06 08:58:00,2024-05-06 09:58:00,V004,2,7.63,39.61,7.18,48.40,Manhattan,Manhattan,Card,2024-05-06 19:31:00
T00000325,2024-03-10 15:55:00,2024-03-10 16:27:00,V003,1,2.60,18.75,4.93,24.36,Manhattan,Queens,Card,2024-03-12 15:28:00
T00000326,2024-01-14 20:10:00,2024-01-14 21:24:00,V004,2,2.85,31.97,1.53,36.00,Brooklyn,Manhattan,Cash,2024-01-16 06:46:00
T00000327,2024-06-07 21:04:00,2024-06-07 21:41:00,V001,1,2.18,18.39,5.19,25.44,Queens,Queens,Card,2024-06-08 03:47:00
T00000328,2024-06-03 09:00:00,2024-06-03 10:05:00,V002,1,12.89,51.09,6.14,59.33,Brooklyn,Brooklyn,Card,2024-06-04 03:55:00
T00000329,2024-01-10 20:34:00,2024-01-10 21:45:00,V003,2,4.33,34.49,4.09,41.27,Queens,Brooklyn,Card,2024-01-10 23:13:00
T00000330,2024-01-03 03:38:00,2024-01-03 04:08:00,V002,1,2.91,17.77,2.47,22.88,Brooklyn,Manhattan,Card,2024-01-05 14:20:00
T00000331,2024-02-08 07:49:00,2024-02-08 08:46:00,V003,1,1.74,25.12,2.56,28.42,Manhattan,Brooklyn,Card,2024-02-10 13:06:00
T00000332,2024-02-05 16:36:00,2024-02-05 16:58:00,V003,2,3.73,17.64,4.88,24.25,Brooklyn,Brooklyn,Card,2024-02-08 11:44:00
T00000333,2024-02-24 14:52:00,2024-02-24 15:28:00,V002,2,3.17,19.86,0.66,22.25,Brooklyn,Brooklyn,Cash,2024-02-26 17:05:00
T00000334,2024-03-06 14:12:00,2024-03-06 15:27:00,V002,3,2.79,32.41,6.91,40.91,Queens,Brooklyn,Card,2024-03-08 06:38:00
T00000335,2024-03-05 15:29:00,2024-03-05 16:14:00,V003,2,6.92,31.58,6.92,38.90,Manhattan,Queens,Card,2024-03-07 14:37:00
T00000336,2024-03-17 18:56:00,2024-03-17 19:51:00,V003,1,1.62,23.45,3.26,28.48,Manhattan,Brooklyn,Card,2024-03-19 21:46:00
T00000337,2024-05-16 03:36:00,2024-05-16 04:46:00,V004,1,6.75,40.90,3.99,45.35,Manhattan,Manhattan,Card,2024-05-18 21:42:00
T00000338,2024-04-09 20:08:00,2024-04-09 20:18:00,V001,1,2.26,11.41,0.25,12.34,Manhattan,Queens,Cash,2024-04-10 14:33:00
T00000339,2024-04-05 21:22:00,2024-04-05 21:47:00,V001,2,3.76,19.02,3.38,25.07,Queens,Manhattan,Card,2024-04-08 12:27:00
T00000340,2024-04-24 21:05:00,2024-04-24 22:04:00,V002,2,2.56,27.38,0.85,29.24,Manhattan,Manhattan,Cash,2024-04-24 22:24:00
T00000341,2024-04-05 06:24:00,2024-04-05 06:45:00,V001,2,0.30,11.69,0.96,13.83,Manhattan,Manhattan,Card,2024-04-05 08:04:00
T00000342,2024-04-09 19:10:00,2024-04-09 20:01:00,V001,4,3.45,27.21,7.14,34.96,Manhattan,Queens,Card,2024-04-12 18:53:00
T00000343,2024-05-19 04:19:00,2024-05-19 04:57:00,V001,2,8.66,34.41,4.95,41.11,Queens,Manhattan,Card,2024-05-22 00:27:00
T00000344,2024-02-04 04:27:00,2024-02-04 05:12:00,V001,1,4.27,25.17,5.97,33.14,Manhattan,Manhattan,Card,2024-02-07 00:55:00
T00000345,2024-02-09 12:54:00,2024-02-09 13:41:00,V002,3,3.95,26.93,2.63,31.62,Manhattan,Manhattan,Card,2024-02-11 19:35:00
T00000346,2024-01-13 23:53:00,2024-01-14 01:06:00,V002,1,9.79,47.90,11.93,60.51,Queens,Brooklyn,Card,2024-01-14 06:00:00
T00000347,2024-02-06 06:13:00,2024-02-06 07:15:00,V003,1,5.76,34.60,3.89,38.93,Queens,Queens,Other,2024-02-09 06:42:00
